Domain,country,Element,Item,year,Source,co2_emissions
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1991","FAO TIER 1","60692.0238"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1992","FAO TIER 1","66385.4715"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1993","FAO TIER 1","75287.6076"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1994","FAO TIER 1","81453.5812"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1995","FAO TIER 1","91026.4762"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1996","FAO TIER 1","95015.296"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1997","FAO TIER 1","101076.4182"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1998","FAO TIER 1","103643.3196"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","1999","FAO TIER 1","99840.7827"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2000","FAO TIER 1","100890.8743"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2001","FAO TIER 1","97710.2201"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2002","FAO TIER 1","99843.552"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2003","FAO TIER 1","108224.2699"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2004","FAO TIER 1","113335.7594"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2005","FAO TIER 1","108094.9722"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2006","FAO TIER 1","112820.1955"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2007","FAO TIER 1","92627.0585"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2008","FAO TIER 1","97450.3682"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2009","FAO TIER 1","106733.5388"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2010","FAO TIER 1","112196.6716"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2011","FAO TIER 1","108440.8767"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2012","FAO TIER 1","123813.5976"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2013","FAO TIER 1","161493.5576"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2014","FAO TIER 1","172516.7083"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2015","FAO TIER 1","138341.2132"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2016","FAO TIER 1","146187.1932"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2017","FAO TIER 1","151465.3321"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2018","FAO TIER 1","157808.611"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2019","FAO TIER 1","167842.13"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2020","FAO TIER 1","158866.2634"
"Emissions totals","India","Emissions (CO2)","On-farm energy use","2021","FAO TIER 1","158866.2634"
"Emissions totals","India","Emissions (CO2)","Forestland","1990","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1991","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1992","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1993","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1994","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1995","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1996","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1997","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1998","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","1999","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","2000","FAO TIER 1","-227396.9133"
"Emissions totals","India","Emissions (CO2)","Forestland","2001","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2002","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2003","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2004","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2005","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2006","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2007","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2008","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2009","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2010","FAO TIER 1","-24494.5727"
"Emissions totals","India","Emissions (CO2)","Forestland","2011","FAO TIER 1","-71115.44"
"Emissions totals","India","Emissions (CO2)","Forestland","2012","FAO TIER 1","-71115.44"
"Emissions totals","India","Emissions (CO2)","Forestland","2013","FAO TIER 1","-71115.44"
"Emissions totals","India","Emissions (CO2)","Forestland","2014","FAO TIER 1","-71115.44"
"Emissions totals","India","Emissions (CO2)","Forestland","2015","FAO TIER 1","-71115.44"
"Emissions totals","India","Emissions (CO2)","Forestland","2016","FAO TIER 1","-40537.2"
"Emissions totals","India","Emissions (CO2)","Forestland","2017","FAO TIER 1","-40537.2"
"Emissions totals","India","Emissions (CO2)","Forestland","2018","FAO TIER 1","-40537.2"
"Emissions totals","India","Emissions (CO2)","Forestland","2019","FAO TIER 1","-40537.2"
"Emissions totals","India","Emissions (CO2)","Forestland","2020","FAO TIER 1","-40537.2"
"Emissions totals","India","Emissions (CO2)","Forestland","2021","FAO TIER 1","-40537.2"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1990","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1991","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1992","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1993","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1994","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1995","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1996","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1997","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1998","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","1999","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2000","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2001","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2002","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2003","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2004","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2005","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2006","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2007","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2008","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2009","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2010","FAO TIER 1","23187.626"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2011","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2012","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2013","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2014","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2015","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2016","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2017","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2018","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2019","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2020","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Net Forest conversion","2021","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1990","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1991","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1992","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1993","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1994","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1995","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1996","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1997","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1998","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","1999","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2000","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2001","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2002","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2003","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2004","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2005","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2006","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2007","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2008","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2009","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2010","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2011","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2012","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2013","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2014","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2015","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2016","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2017","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2018","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2019","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2020","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Fires in organic soils","2021","FAO TIER 1","0"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1990","FAO TIER 1","754.4692"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1991","FAO TIER 1","749.5552"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1992","FAO TIER 1","751.4025"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1993","FAO TIER 1","750.508"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1994","FAO TIER 1","755.0224"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1995","FAO TIER 1","757.7585"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1996","FAO TIER 1","760.2263"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1997","FAO TIER 1","761.8443"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1998","FAO TIER 1","762.2173"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","1999","FAO TIER 1","764.6432"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2000","FAO TIER 1","765.2314"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2001","FAO TIER 1","766.2493"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2002","FAO TIER 1","767.9291"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2003","FAO TIER 1","772.6457"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2004","FAO TIER 1","777.042"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2005","FAO TIER 1","781.1912"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2006","FAO TIER 1","785.0749"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2007","FAO TIER 1","792.4154"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2008","FAO TIER 1","791.9948"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2009","FAO TIER 1","795.2033"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2010","FAO TIER 1","801.528"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2011","FAO TIER 1","803.9294"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2012","FAO TIER 1","804.001"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2013","FAO TIER 1","804.4505"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2014","FAO TIER 1","807.1191"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2015","FAO TIER 1","808.0053"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2016","FAO TIER 1","810.4828"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2017","FAO TIER 1","814.5967"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2018","FAO TIER 1","815.1441"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2019","FAO TIER 1","816.4679"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2020","FAO TIER 1","814.7704"
"Emissions totals","India","Emissions (CO2)","Agrifood Systems Waste Disposal","2021","FAO TIER 1","819.7136"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1990","FAO TIER 1","2989.8691"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1991","FAO TIER 1","3956.4584"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1992","FAO TIER 1","4840.4419"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1993","FAO TIER 1","5670.7305"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1994","FAO TIER 1","6700.9316"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1995","FAO TIER 1","7609.1232"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1996","FAO TIER 1","8642.6144"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1997","FAO TIER 1","9746.726"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1998","FAO TIER 1","10819.1218"
"Emissions totals","India","Emissions (CO2)","Fertilizers Manufacturing","1999","FAO TIER 1","11998.241"
